,comment,rating,sentimen,cleaned_comment,case_folding,text_tokens,text_stopword
744,Wha tiktok sagat keren. Degan tiktok aku bisa menliha apaun yan aku tida menlihatnya,5,1,WhatiktoksagatkerenDegantiktokakubisamenlihaapaunyanakutidamenlihatnya,whatiktoksagatkerendegantiktokakubisamenlihaapaunyanakutidamenlihatnya,['whatiktoksagatkerendegantiktokakubisamenlihaapaunyanakutidamenlihatnya'],['whatiktoksagatkerendegantiktokakubisamenlihaapaunyanakutidamenlihatnya']
745,Mr kus153,5,1,Mrkus,mrkus,['mrkus'],['mrkus']
746,Banyak sekali tidak bagus,3,0,Banyaksekalitidakbagus,banyaksekalitidakbagus,['banyaksekalitidakbagus'],['banyaksekalitidakbagus']
747,Salaman Sggh,5,1,SalamanSggh,salamansggh,['salamansggh'],['salamansggh']
748,Hihihi,5,1,Hihihi,hihihi,['hihihi'],['hihihi']
749,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
750,Yyah memang bagus aplikasinya,5,1,Yyahmemangbagusaplikasinya,yyahmemangbagusaplikasinya,['yyahmemangbagusaplikasinya'],['yyahmemangbagusaplikasinya']
751,Menyanyi Dangdut,5,1,MenyanyiDangdut,menyanyidangdut,['menyanyidangdut'],['menyanyidangdut']
752,Tiktok membuat ku nyaman 😊,5,1,Tiktokmembuatkunyaman,tiktokmembuatkunyaman,['tiktokmembuatkunyaman'],['tiktokmembuatkunyaman']
753,Good application,5,1,Goodapplication,goodapplication,['goodapplication'],['goodapplication']
754,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
755,Menarik,5,1,Menarik,menarik,['menarik'],['menarik']
756,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,5,1,,,[],[]
757,Mantap,5,1,Mantap,mantap,['mantap'],['mantap']
758,واش خباركم,5,1,,,[],[]
759,Mantap buat main berbelanja dan cari teman,5,1,Mantapbuatmainberbelanjadancariteman,mantapbuatmainberbelanjadancariteman,['mantapbuatmainberbelanjadancariteman'],['mantapbuatmainberbelanjadancariteman']
760,Ini kenapa kayak gini tik tok nya tuh koh download nya udah ngk bisa nih gimana caranya untuk bisa download bisa lagi?????,1,-1,Inikenapakayakginitiktoknyatuhkohdownloadnyaudahngkbisanihgimanacaranyauntukbisadownloadbisalagi,inikenapakayakginitiktoknyatuhkohdownloadnyaudahngkbisanihgimanacaranyauntukbisadownloadbisalagi,['inikenapakayakginitiktoknyatuhkohdownloadnyaudahngkbisanihgimanacaranyauntukbisadownloadbisalagi'],['inikenapakayakginitiktoknyatuhkohdownloadnyaudahngkbisanihgimanacaranyauntukbisadownloadbisalagi']
761,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
762,oahh keren apak💙✨,5,1,oahhkerenapak,oahhkerenapak,['oahhkerenapak'],['oahhkerenapak']
763,"Di tiktok juga bisa mendapatkan jodoh,🥰🥰🥰",3,0,Ditiktokjugabisamendapatkanjodoh,ditiktokjugabisamendapatkanjodoh,['ditiktokjugabisamendapatkanjodoh'],['ditiktokjugabisamendapatkanjodoh']
764,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
765,4bintang,4,1,bintang,bintang,['bintang'],['bintang']
766,Berat,3,0,Berat,berat,['berat'],['berat']
767,💙,5,1,,,[],[]
768,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
769,Eror terus menerus. Membusankan 🥺,1,-1,ErorterusmenerusMembusankan,erorterusmenerusmembusankan,['erorterusmenerusmembusankan'],['erorterusmenerusmembusankan']
770,Good,5,1,Good,good,['good'],['good']
771,Aplikasi ida nee diak tebes,5,1,Aplikasiidaneediaktebes,aplikasiidaneediaktebes,['aplikasiidaneediaktebes'],['aplikasiidaneediaktebes']
772,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
773,jolynu,5,1,jolynu,jolynu,['jolynu'],['jolynu']
774,😍,5,1,,,[],[]
775,Bgus sekali,5,1,Bgussekali,bgussekali,['bgussekali'],['bgussekali']
776,@EllAlves,3,0,,,[],[]
777,Aku tidak berharap ada aplikasi seperti ini,5,1,Akutidakberharapadaaplikasisepertiini,akutidakberharapadaaplikasisepertiini,['akutidakberharapadaaplikasisepertiini'],['akutidakberharapadaaplikasisepertiini']
778,🥰🥰🥰🥰🥰🥰,4,1,,,[],[]
779,Gua pengen komen foto tak kasih bintang 5,5,1,Guapengenkomenfototakkasihbintang,guapengenkomenfototakkasihbintang,['guapengenkomenfototakkasihbintang'],['guapengenkomenfototakkasihbintang']
780,Good,5,1,Good,good,['good'],['good']
781,Aplikasi ini sangat bagus dan saya menikmatinya ⭐⭐⭐⭐⭐,5,1,Aplikasiinisangatbagusdansayamenikmatinya,aplikasiinisangatbagusdansayamenikmatinya,['aplikasiinisangatbagusdansayamenikmatinya'],['aplikasiinisangatbagusdansayamenikmatinya']
782,Mau Main Tiktok,5,1,MauMainTiktok,maumaintiktok,['maumaintiktok'],['maumaintiktok']
783,Hanya ada 1 minus yaitu koin ku sedikit,5,1,Hanyaadaminusyaitukoinkusedikit,hanyaadaminusyaitukoinkusedikit,['hanyaadaminusyaitukoinkusedikit'],['hanyaadaminusyaitukoinkusedikit']
784,Bisa menjadi viral aku menyukai tiktok terimakasih🙏,5,1,Bisamenjadiviralakumenyukaitiktokterimakasih,bisamenjadiviralakumenyukaitiktokterimakasih,['bisamenjadiviralakumenyukaitiktokterimakasih'],['bisamenjadiviralakumenyukaitiktokterimakasih']
785,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
786,funny,5,1,funny,funny,['funny'],['funny']
787,Aku banga dengan tiktok,5,1,Akubangadengantiktok,akubangadengantiktok,['akubangadengantiktok'],['akubangadengantiktok']
788,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
789,♥️♥️♥️♥️♥️,5,1,,,[],[]
790,Ajita Nihaa,5,1,AjitaNihaa,ajitanihaa,['ajitanihaa'],['ajitanihaa']
791,Tiktok nya sngt bgus dn sngt mnghibur bisa memperbanyak teman dn bisa mnghasilkn cuan,5,1,Tiktoknyasngtbgusdnsngtmnghiburbisamemperbanyaktemandnbisamnghasilkncuan,tiktoknyasngtbgusdnsngtmnghiburbisamemperbanyaktemandnbisamnghasilkncuan,['tiktoknyasngtbgusdnsngtmnghiburbisamemperbanyaktemandnbisamnghasilkncuan'],['tiktoknyasngtbgusdnsngtmnghiburbisamemperbanyaktemandnbisamnghasilkncuan']
792,bagus bnget,5,1,bagusbnget,bagusbnget,['bagusbnget'],['bagusbnget']
793,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
794,Bagus untuk hiburan .,5,1,Bagusuntukhiburan,bagusuntukhiburan,['bagusuntukhiburan'],['bagusuntukhiburan']
795,Good,5,1,Good,good,['good'],['good']
796,Tolong tik tok ny di perbaiki lgi baru daonlod uda di apdet lgi cpe unistal mulu,5,1,Tolongtiktoknydiperbaikilgibarudaonlodudadiapdetlgicpeunistalmulu,tolongtiktoknydiperbaikilgibarudaonlodudadiapdetlgicpeunistalmulu,['tolongtiktoknydiperbaikilgibarudaonlodudadiapdetlgicpeunistalmulu'],['tolongtiktoknydiperbaikilgibarudaonlodudadiapdetlgicpeunistalmulu']
797,عالی تیک تاک,5,1,,,[],[]
798,Asalmu aikum kepada asisten tik tok tolong akun tiktok saya di normal kan lagi seperti semula terima kasih atas tanggapan nya,5,1,Asalmuaikumkepadaasistentiktoktolongakuntiktoksayadinormalkanlagisepertisemulaterimakasihatastanggapannya,asalmuaikumkepadaasistentiktoktolongakuntiktoksayadinormalkanlagisepertisemulaterimakasihatastanggapannya,['asalmuaikumkepadaasistentiktoktolongakuntiktoksayadinormalkanlagisepertisemulaterimakasihatastanggapannya'],['asalmuaikumkepadaasistentiktoktolongakuntiktoksayadinormalkanlagisepertisemulaterimakasihatastanggapannya']
799,Super angkut,5,1,Superangkut,superangkut,['superangkut'],['superangkut']
800,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
801,Anmmo,5,1,Anmmo,anmmo,['anmmo'],['anmmo']
802,Bagus 👍👍,3,0,Bagus,bagus,['bagus'],['bagus']
803,Sangat bagus untuk komunikasi,5,1,Sangatbagusuntukkomunikasi,sangatbagusuntukkomunikasi,['sangatbagusuntukkomunikasi'],['sangatbagusuntukkomunikasi']
804,"Aplikasi tiktok sangat bagus bermanfaat bagi saya dan membuat saya bertemu banyak teman dan membuat saya hilang kan bosan, dan kalo beruntung bisa mendapatkan cuan",2,-1,Aplikasitiktoksangatbagusbermanfaatbagisayadanmembuatsayabertemubanyaktemandanmembuatsayahilangkanbosandankaloberuntungbisamendapatkancuan,aplikasitiktoksangatbagusbermanfaatbagisayadanmembuatsayabertemubanyaktemandanmembuatsayahilangkanbosandankaloberuntungbisamendapatkancuan,['aplikasitiktoksangatbagusbermanfaatbagisayadanmembuatsayabertemubanyaktemandanmembuatsayahilangkanbosandankaloberuntungbisamendapatkancuan'],['aplikasitiktoksangatbagusbermanfaatbagisayadanmembuatsayabertemubanyaktemandanmembuatsayahilangkanbosandankaloberuntungbisamendapatkancuan']
805,@ultramen-607 @ultramen-607 @ultramen-607,5,1,,,[],[]
806,Suka banget,5,1,Sukabanget,sukabanget,['sukabanget'],['sukabanget']
807,Good App,5,1,GoodApp,goodapp,['goodapp'],['goodapp']
808,Yayah anak banten8 sahriyah,2,-1,Yayahanakbantensahriyah,yayahanakbantensahriyah,['yayahanakbantensahriyah'],['yayahanakbantensahriyah']
809,jelek seharusnya beri konten bermanfaat untuk anak kecil,1,-1,jelekseharusnyaberikontenbermanfaatuntukanakkecil,jelekseharusnyaberikontenbermanfaatuntukanakkecil,['jelekseharusnyaberikontenbermanfaatuntukanakkecil'],['jelekseharusnyaberikontenbermanfaatuntukanakkecil']
810,Saya kasih bintang5,5,1,Sayakasihbintang,sayakasihbintang,['sayakasihbintang'],['sayakasihbintang']
811,Tolon tik tok nya kasih fyp video saya dong 🙏,5,1,Tolontiktoknyakasihfypvideosayadong,tolontiktoknyakasihfypvideosayadong,['tolontiktoknyakasihfypvideosayadong'],['tolontiktoknyakasihfypvideosayadong']
812,Tiktok adalah yg terbaik,5,1,Tiktokadalahygterbaik,tiktokadalahygterbaik,['tiktokadalahygterbaik'],['tiktokadalahygterbaik']
813,Tik tok ini sangat bagus.. tp bikin saya kesulitan GK bisa top ap,2,-1,TiktokinisangatbagustpbikinsayakesulitanGKbisatopap,tiktokinisangatbagustpbikinsayakesulitangkbisatopap,['tiktokinisangatbagustpbikinsayakesulitangkbisatopap'],['tiktokinisangatbagustpbikinsayakesulitangkbisatopap']
814,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
815,"Sangat bagus ,menghibur,dan menguntungkan",5,1,Sangatbagusmenghiburdanmenguntungkan,sangatbagusmenghiburdanmenguntungkan,['sangatbagusmenghiburdanmenguntungkan'],['sangatbagusmenghiburdanmenguntungkan']
816,خلاص,4,1,,,[],[]
817,Lumayan,3,0,Lumayan,lumayan,['lumayan'],['lumayan']
818,Baik sekali,5,1,Baiksekali,baiksekali,['baiksekali'],['baiksekali']
819,Aplikasinya bagus,4,1,Aplikasinyabagus,aplikasinyabagus,['aplikasinyabagus'],['aplikasinyabagus']
820,Point reward tidak sesuai dengan deskripsi,1,-1,Pointrewardtidaksesuaidengandeskripsi,pointrewardtidaksesuaidengandeskripsi,['pointrewardtidaksesuaidengandeskripsi'],['pointrewardtidaksesuaidengandeskripsi']
821,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
822,Good,5,1,Good,good,['good'],['good']
823,Aplikasi nya sangat bagus dan mempelajari dan hiburan,5,1,Aplikasinyasangatbagusdanmempelajaridanhiburan,aplikasinyasangatbagusdanmempelajaridanhiburan,['aplikasinyasangatbagusdanmempelajaridanhiburan'],['aplikasinyasangatbagusdanmempelajaridanhiburan']
824,akuzdangdut6 yang itu,5,1,akuzdangdutyangitu,akuzdangdutyangitu,['akuzdangdutyangitu'],['akuzdangdutyangitu']
825,SUMPAH TIKTOK INI BAGUS BANGET BAGUS COCOK UNTUK ORANG YANG GABUT DLL DAN BANYAK BANGET KEGUNAAN NYA MAKASIH TIKTOK❤❤😍😍,5,1,SUMPAHTIKTOKINIBAGUSBANGETBAGUSCOCOKUNTUKORANGYANGGABUTDLLDANBANYAKBANGETKEGUNAANNYAMAKASIHTIKTOK,sumpahtiktokinibagusbangetbaguscocokuntukorangyanggabutdlldanbanyakbangetkegunaannyamakasihtiktok,['sumpahtiktokinibagusbangetbaguscocokuntukorangyanggabutdlldanbanyakbangetkegunaannyamakasihtiktok'],['sumpahtiktokinibagusbangetbaguscocokuntukorangyanggabutdlldanbanyakbangetkegunaannyamakasihtiktok']
826,Saya suka tik tok sangat bagus,5,1,Sayasukatiktoksangatbagus,sayasukatiktoksangatbagus,['sayasukatiktoksangatbagus'],['sayasukatiktoksangatbagus']
827,www com,5,1,wwwcom,wwwcom,['wwwcom'],['wwwcom']
828,Good,5,1,Good,good,['good'],['good']
829,Sya si blm main masih download lama banget sihhh download nya,1,-1,Syasiblmmainmasihdownloadlamabangetsihhhdownloadnya,syasiblmmainmasihdownloadlamabangetsihhhdownloadnya,['syasiblmmainmasihdownloadlamabangetsihhhdownloadnya'],['syasiblmmainmasihdownloadlamabangetsihhhdownloadnya']
830,Tiktok ini aneh dikit dikit di ban dikit dikit pedoman komunitas padahal ori,1,-1,Tiktokinianehdikitdikitdibandikitdikitpedomankomunitaspadahalori,tiktokinianehdikitdikitdibandikitdikitpedomankomunitaspadahalori,['tiktokinianehdikitdikitdibandikitdikitpedomankomunitaspadahalori'],['tiktokinianehdikitdikitdibandikitdikitpedomankomunitaspadahalori']
831,pelangaran dari tiktok ngak jelas banggat,1,-1,pelangarandaritiktokngakjelasbanggat,pelangarandaritiktokngakjelasbanggat,['pelangarandaritiktokngakjelasbanggat'],['pelangarandaritiktokngakjelasbanggat']
832,Tik tok ini Bagus banget sumpah 🥰,5,1,TiktokiniBagusbangetsumpah,tiktokinibagusbangetsumpah,['tiktokinibagusbangetsumpah'],['tiktokinibagusbangetsumpah']
833,good,4,1,good,good,['good'],['good']
834,Sangat asik,5,1,Sangatasik,sangatasik,['sangatasik'],['sangatasik']
835,Tiktok yah sangat bagus dan epek yah juga bagus banget,5,1,Tiktokyahsangatbagusdanepekyahjugabagusbanget,tiktokyahsangatbagusdanepekyahjugabagusbanget,['tiktokyahsangatbagusdanepekyahjugabagusbanget'],['tiktokyahsangatbagusdanepekyahjugabagusbanget']
836,Saya kasih bintang¹ doang soalnya saya Download aplikasi ini akun saya Diblokir terus??..¿,1,-1,SayakasihbintangdoangsoalnyasayaDownloadaplikasiiniakunsayaDiblokirterus,sayakasihbintangdoangsoalnyasayadownloadaplikasiiniakunsayadiblokirterus,['sayakasihbintangdoangsoalnyasayadownloadaplikasiiniakunsayadiblokirterus'],['sayakasihbintangdoangsoalnyasayadownloadaplikasiiniakunsayadiblokirterus']
837,Good,5,1,Good,good,['good'],['good']
838,pas,5,1,pas,pas,['pas'],['pas']
839,Sangat menginspirasi sekali Baniak Inpirasi dari Baniak Video di Tiktok,5,1,SangatmenginspirasisekaliBaniakInpirasidariBaniakVideodiTiktok,sangatmenginspirasisekalibaniakinpirasidaribaniakvideoditiktok,['sangatmenginspirasisekalibaniakinpirasidaribaniakvideoditiktok'],['sangatmenginspirasisekalibaniakinpirasidaribaniakvideoditiktok']
840,Sangat baik,5,1,Sangatbaik,sangatbaik,['sangatbaik'],['sangatbaik']
841,বহপও িতজতক,1,-1,,,[],[]
842,"Sangat membantu menghibur diri sendiri, dan orang lain saling mengenal satu sama lain",5,1,Sangatmembantumenghiburdirisendiridanoranglainsalingmengenalsatusamalain,sangatmembantumenghiburdirisendiridanoranglainsalingmengenalsatusamalain,['sangatmembantumenghiburdirisendiridanoranglainsalingmengenalsatusamalain'],['sangatmembantumenghiburdirisendiridanoranglainsalingmengenalsatusamalain']
843,Ok,5,1,Ok,ok,['ok'],[]
844,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
845,Hey tik tok disini saya tidak bisa login karna saya Lapa kata Sandi atau nomor tidak aktif mohon bantu agar saya bisa resep Sandi baru,5,1,HeytiktokdisinisayatidakbisaloginkarnasayaLapakataSandiataunomortidakaktifmohonbantuagarsayabisaresepSandibaru,heytiktokdisinisayatidakbisaloginkarnasayalapakatasandiataunomortidakaktifmohonbantuagarsayabisaresepsandibaru,['heytiktokdisinisayatidakbisaloginkarnasayalapakatasandiataunomortidakaktifmohonbantuagarsayabisaresepsandibaru'],['heytiktokdisinisayatidakbisaloginkarnasayalapakatasandiataunomortidakaktifmohonbantuagarsayabisaresepsandibaru']
846,akun gw keblokir malah ga bisa login tiktok pdhl udh ganti akun sama restat hp.... apk taekk,1,-1,akungwkeblokirmalahgabisalogintiktokpdhludhgantiakunsamarestathpapktaekk,akungwkeblokirmalahgabisalogintiktokpdhludhgantiakunsamarestathpapktaekk,['akungwkeblokirmalahgabisalogintiktokpdhludhgantiakunsamarestathpapktaekk'],['akungwkeblokirmalahgabisalogintiktokpdhludhgantiakunsamarestathpapktaekk']
847,Makasih app krna app tiktok bisa memperluas silaturahmi kami bgitu banyak pengalaman yg kami dpatkn melalui app tiktok.sagat terhibur dan mengesan kn,5,1,Makasihappkrnaapptiktokbisamemperluassilaturahmikamibgitubanyakpengalamanygkamidpatknmelaluiapptiktoksagatterhiburdanmengesankn,makasihappkrnaapptiktokbisamemperluassilaturahmikamibgitubanyakpengalamanygkamidpatknmelaluiapptiktoksagatterhiburdanmengesankn,['makasihappkrnaapptiktokbisamemperluassilaturahmikamibgitubanyakpengalamanygkamidpatknmelaluiapptiktoksagatterhiburdanmengesankn'],['makasihappkrnaapptiktokbisamemperluassilaturahmikamibgitubanyakpengalamanygkamidpatknmelaluiapptiktoksagatterhiburdanmengesankn']
848,Wow.. Keren dan eksklusif..,5,1,WowKerendaneksklusif,wowkerendaneksklusif,['wowkerendaneksklusif'],['wowkerendaneksklusif']
849,Aplikasi ini sangat bagus,5,1,Aplikasiinisangatbagus,aplikasiinisangatbagus,['aplikasiinisangatbagus'],['aplikasiinisangatbagus']
850,You are looking Kwan Adsit untuk mendapatkan uang dengan nominal yang memiliki aku tidak ❤️❤️❤️,5,1,YouarelookingKwanAdsituntukmendapatkanuangdengannominalyangmemilikiakutidak,youarelookingkwanadsituntukmendapatkanuangdengannominalyangmemilikiakutidak,['youarelookingkwanadsituntukmendapatkanuangdengannominalyangmemilikiakutidak'],['youarelookingkwanadsituntukmendapatkanuangdengannominalyangmemilikiakutidak']
851,😊,5,1,,,[],[]
852,Mantap,5,1,Mantap,mantap,['mantap'],['mantap']
853,Bagus sekali,5,1,Bagussekali,bagussekali,['bagussekali'],['bagussekali']
854,Tiktok ini seru aku suka main hp seru banget dan banyak hiburan nya sama ada lelucon aku Senang banget🥰🥰🥰🥰😊😊😊😁,5,1,TiktokiniseruakusukamainhpserubangetdanbanyakhiburannyasamaadaleluconakuSenangbanget,tiktokiniseruakusukamainhpserubangetdanbanyakhiburannyasamaadaleluconakusenangbanget,['tiktokiniseruakusukamainhpserubangetdanbanyakhiburannyasamaadaleluconakusenangbanget'],['tiktokiniseruakusukamainhpserubangetdanbanyakhiburannyasamaadaleluconakusenangbanget']
855,Kenapa saya tidak bisa masuk atau buka aplikasi ini lagi,5,1,Kenapasayatidakbisamasukataubukaaplikasiinilagi,kenapasayatidakbisamasukataubukaaplikasiinilagi,['kenapasayatidakbisamasukataubukaaplikasiinilagi'],['kenapasayatidakbisamasukataubukaaplikasiinilagi']
856,Ok,5,1,Ok,ok,['ok'],[]
857,Mantap,5,1,Mantap,mantap,['mantap'],['mantap']
858,Keren,4,1,Keren,keren,['keren'],['keren']
859,Bagus...,5,1,Bagus,bagus,['bagus'],['bagus']
860,Mantap,5,1,Mantap,mantap,['mantap'],['mantap']
861,Jelek...masa tiba tiba gua di banned,1,-1,Jelekmasatibatibaguadibanned,jelekmasatibatibaguadibanned,['jelekmasatibatibaguadibanned'],['jelekmasatibatibaguadibanned']
862,"Aplikasi nya sangat membantu bisa mencari hiburan, pembelajaran dan menghilankan bosan",5,1,Aplikasinyasangatmembantubisamencarihiburanpembelajarandanmenghilankanbosan,aplikasinyasangatmembantubisamencarihiburanpembelajarandanmenghilankanbosan,['aplikasinyasangatmembantubisamencarihiburanpembelajarandanmenghilankanbosan'],['aplikasinyasangatmembantubisamencarihiburanpembelajarandanmenghilankanbosan']
863,Good app,5,1,Goodapp,goodapp,['goodapp'],['goodapp']
864,Bang Rinho,5,1,BangRinho,bangrinho,['bangrinho'],['bangrinho']
865,Bagus',5,1,Bagus,bagus,['bagus'],['bagus']
866,senang beremain tiktok,5,1,senangberemaintiktok,senangberemaintiktok,['senangberemaintiktok'],['senangberemaintiktok']
867,Tiktok knp ini wei,2,-1,Tiktokknpiniwei,tiktokknpiniwei,['tiktokknpiniwei'],['tiktokknpiniwei']
868,Good,5,1,Good,good,['good'],['good']
869,Suka sekali sangat terhibur,5,1,Sukasekalisangatterhibur,sukasekalisangatterhibur,['sukasekalisangatterhibur'],['sukasekalisangatterhibur']
870,Semua nya download,5,1,Semuanyadownload,semuanyadownload,['semuanyadownload'],['semuanyadownload']
871,mantap men,5,1,mantapmen,mantapmen,['mantapmen'],['mantapmen']
872,M a n t a p,5,1,Mantap,mantap,['mantap'],['mantap']
873,Ok.,5,1,Ok,ok,['ok'],[]
874,Baik.,3,0,Baik,baik,['baik'],['baik']
875,TikTok memang luar biasa,5,1,TikTokmemangluarbiasa,tiktokmemangluarbiasa,['tiktokmemangluarbiasa'],['tiktokmemangluarbiasa']
876,Apk ny bagus TPI knpa akun aku kena bend permanen ..salah ny di mana,5,1,ApknybagusTPIknpaakunakukenabendpermanensalahnydimana,apknybagustpiknpaakunakukenabendpermanensalahnydimana,['apknybagustpiknpaakunakukenabendpermanensalahnydimana'],['apknybagustpiknpaakunakukenabendpermanensalahnydimana']
877,Gue mau di add to cart baju pesta muslim yang akan datang di gunakan sebagai masker dan asam lemak tak apa Mai tna ga bisa di bilang di download disini dengan harga terjangkau dan asam lemak tak apa lah ya gan di Indonesia yang telah ditentukan oleh karena itu juga dan ga ada yg tau kenapa aku bisa melihat dan mendengar suara orang bisa di bilang anak kecil itu ga lae nyadar kalau ada yg bisa tidur karena itu adalah hal utama di gunakan oleh parameter yang telah disatukan dengan harga murah grat,5,1,GuemaudiaddtocartbajupestamuslimyangakandatangdigunakansebagaimaskerdanasamlemaktakapaMaitnagabisadibilangdidownloaddisinidenganhargaterjangkaudanasamlemaktakapalahyagandiIndonesiayangtelahditentukanolehkarenaitujugadangaadaygtaukenapaakubisamelihatdanmendengarsuaraorangbisadibilanganakkecilitugalaenyadarkalauadaygbisatidurkarenaituadalahhalutamadigunakanolehparameteryangtelahdisatukandenganhargamurahgrat,guemaudiaddtocartbajupestamuslimyangakandatangdigunakansebagaimaskerdanasamlemaktakapamaitnagabisadibilangdidownloaddisinidenganhargaterjangkaudanasamlemaktakapalahyagandiindonesiayangtelahditentukanolehkarenaitujugadangaadaygtaukenapaakubisamelihatdanmendengarsuaraorangbisadibilanganakkecilitugalaenyadarkalauadaygbisatidurkarenaituadalahhalutamadigunakanolehparameteryangtelahdisatukandenganhargamurahgrat,['guemaudiaddtocartbajupestamuslimyangakandatangdigunakansebagaimaskerdanasamlemaktakapamaitnagabisadibilangdidownloaddisinidenganhargaterjangkaudanasamlemaktakapalahyagandiindonesiayangtelahditentukanolehkarenaitujugadangaadaygtaukenapaakubisamelihatdanmendengarsuaraorangbisadibilanganakkecilitugalaenyadarkalauadaygbisatidurkarenaituadalahhalutamadigunakanolehparameteryangtelahdisatukandenganhargamurahgrat'],['guemaudiaddtocartbajupestamuslimyangakandatangdigunakansebagaimaskerdanasamlemaktakapamaitnagabisadibilangdidownloaddisinidenganhargaterjangkaudanasamlemaktakapalahyagandiindonesiayangtelahditentukanolehkarenaitujugadangaadaygtaukenapaakubisamelihatdanmendengarsuaraorangbisadibilanganakkecilitugalaenyadarkalauadaygbisatidurkarenaituadalahhalutamadigunakanolehparameteryangtelahdisatukandenganhargamurahgrat']
878,Saya mengalami kesulitan masuk ke akun saya sendiri,5,1,Sayamengalamikesulitanmasukkeakunsayasendiri,sayamengalamikesulitanmasukkeakunsayasendiri,['sayamengalamikesulitanmasukkeakunsayasendiri'],['sayamengalamikesulitanmasukkeakunsayasendiri']
879,lumayan y trus b j,4,1,lumayanytrusbj,lumayanytrusbj,['lumayanytrusbj'],['lumayanytrusbj']
880,Good,5,1,Good,good,['good'],['good']
881,Bagus aplikasinya,4,1,Bagusaplikasinya,bagusaplikasinya,['bagusaplikasinya'],['bagusaplikasinya']
882,Aplikasi ini saya tidak bisah Download,1,-1,AplikasiinisayatidakbisahDownload,aplikasiinisayatidakbisahdownload,['aplikasiinisayatidakbisahdownload'],['aplikasiinisayatidakbisahdownload']
883,lelis 22,5,1,lelis,lelis,['lelis'],['lelis']
884,Excellent service I love ❤ 💖 ❣ 💕 ❤,5,1,ExcellentserviceIlove,excellentserviceilove,['excellentserviceilove'],['excellentserviceilove']
885,sat saya membuka aplikasi ini saya gabisa daftar tapi masih sedikit keren bisa offline,3,0,satsayamembukaaplikasiinisayagabisadaftartapimasihsedikitkerenbisaoffline,satsayamembukaaplikasiinisayagabisadaftartapimasihsedikitkerenbisaoffline,['satsayamembukaaplikasiinisayagabisadaftartapimasihsedikitkerenbisaoffline'],['satsayamembukaaplikasiinisayagabisadaftartapimasihsedikitkerenbisaoffline']
886,Good,5,1,Good,good,['good'],['good']
887,Senang,5,1,Senang,senang,['senang'],['senang']
888,is the best,5,1,isthebest,isthebest,['isthebest'],['isthebest']
889,Tiktok selalu dihati,5,1,Tiktokselaludihati,tiktokselaludihati,['tiktokselaludihati'],['tiktokselaludihati']
890,Bagus bgt,5,1,Bagusbgt,bagusbgt,['bagusbgt'],['bagusbgt']
891,SADIA AKTAR,3,0,SADIAAKTAR,sadiaaktar,['sadiaaktar'],['sadiaaktar']
892,Saya suka,5,1,Sayasuka,sayasuka,['sayasuka'],['sayasuka']
893,Hah saya menyukai aplikasi ini sangat cocok dengan aku,5,1,Hahsayamenyukaiaplikasiinisangatcocokdenganaku,hahsayamenyukaiaplikasiinisangatcocokdenganaku,['hahsayamenyukaiaplikasiinisangatcocokdenganaku'],['hahsayamenyukaiaplikasiinisangatcocokdenganaku']
894,Bagus untuk buat hiburan dan cari teman,5,1,Bagusuntukbuathiburandancariteman,bagusuntukbuathiburandancariteman,['bagusuntukbuathiburandancariteman'],['bagusuntukbuathiburandancariteman']
895,Baik,5,1,Baik,baik,['baik'],['baik']
896,Bagus sekali,5,1,Bagussekali,bagussekali,['bagussekali'],['bagussekali']
897,Bagusss bangat......,5,1,Bagusssbangat,bagusssbangat,['bagusssbangat'],['bagusssbangat']
898,👍,5,1,,,[],[]
899,I love this app it teaches people new things,5,1,Ilovethisappitteachespeoplenewthings,ilovethisappitteachespeoplenewthings,['ilovethisappitteachespeoplenewthings'],['ilovethisappitteachespeoplenewthings']
900,Menghibur,5,1,Menghibur,menghibur,['menghibur'],['menghibur']
901,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
902,Tiktok keren 🥰🥰🥰,5,1,Tiktokkeren,tiktokkeren,['tiktokkeren'],['tiktokkeren']
903,Irfansilva,4,1,Irfansilva,irfansilva,['irfansilva'],['irfansilva']
904,Pokonya seru deh,5,1,Pokonyaserudeh,pokonyaserudeh,['pokonyaserudeh'],['pokonyaserudeh']
905,Mantaf,4,1,Mantaf,mantaf,['mantaf'],['mantaf']
906,Bagus ✨,5,1,Bagus,bagus,['bagus'],['bagus']
