Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2024-12-15 07:27:17,MARWANI ALFAT,5,Bagus banget karena kita bisa nonton sambil bercerita dengan teman walaupun TDK tatap muka,Bagus banget karena kita bisa nonton sambil bercerita dengan teman walaupun TDK tatap muka,bagus banget karena kita bisa nonton sambil bercerita dengan teman walaupun tdk tatap muka,bagus banget karena kita bisa menonton sambil bercerita dengan teman walaupun tidak tatap muka,"['bagus', 'banget', 'karena', 'kita', 'bisa', 'menonton', 'sambil', 'bercerita', 'dengan', 'teman', 'walaupun', 'tidak', 'tatap', 'muka']","['bagus', 'banget', 'menonton', 'bercerita', 'teman', 'tatap', 'muka']",bagus banget tonton cerita teman tatap muka,Positif
2024-12-15 07:25:46,Fiyan Dani,5,Aplikasi untuk peng hilang gabut,Aplikasi untuk peng hilang gabut,aplikasi untuk peng hilang gabut,aplikasi untuk peng hilang gabut,"['aplikasi', 'untuk', 'peng', 'hilang', 'gabut']","['aplikasi', 'peng', 'hilang', 'gabut']",aplikasi peng hilang gabut,Negative
2024-12-15 07:25:37,Sumiatun Hasanah,1,Tambah GK jelas aplikasi tiktok ini..kadang GK bisa di buka harus di hapus dan di download lagi..trus kayak gtu,Tambah GK jelas aplikasi tiktok inikadang GK bisa di buka harus di hapus dan di download lagitrus kayak gtu,tambah gk jelas aplikasi tiktok inikadang gk bisa di buka harus di hapus dan di download lagitrus kayak gtu,tambah tidak jelas aplikasi tiktok inikadang tidak bisa di buka harus di hapus dan di download lagitrus kayak begitu,"['tambah', 'tidak', 'jelas', 'aplikasi', 'tiktok', 'inikadang', 'tidak', 'bisa', 'di', 'buka', 'harus', 'di', 'hapus', 'dan', 'di', 'download', 'lagitrus', 'kayak', 'begitu']","['aplikasi', 'tiktok', 'inikadang', 'buka', 'hapus', 'download', 'lagitrus', 'kayak']",aplikasi tiktok inikadang buka hapus download lagitrus kayak,Negative
2024-12-15 07:24:03,Tiara Oktapiani,1,"Lebih baik titok shop hapus lgi aja Bayak penjual tidk amanah Terkadang beli barang yg kita iginkan, datang yg lain, ada juga promo 100perak grtis ongkir. Barangya kagax datang2. Parah emng oknum kurir",Lebih baik titok shop hapus lgi aja Bayak penjual tidk amanah Terkadang beli barang yg kita iginkan datang yg lain ada juga promo perak grtis ongkir Barangya kagax datang Parah emng oknum kurir,lebih baik titok shop hapus lgi aja bayak penjual tidk amanah terkadang beli barang yg kita iginkan datang yg lain ada juga promo perak grtis ongkir barangya kagax datang parah emng oknum kurir,lebih baik titok shop hapus lagi saja bayak penjual tidk amanah terkadang beli barang yang kita iginkan datang yang lain ada juga promo perak grtis ongkir barangya kagax datang parah memang oknum kurir,"['lebih', 'baik', 'titok', 'shop', 'hapus', 'lagi', 'saja', 'bayak', 'penjual', 'tidk', 'amanah', 'terkadang', 'beli', 'barang', 'yang', 'kita', 'iginkan', 'datang', 'yang', 'lain', 'ada', 'juga', 'promo', 'perak', 'grtis', 'ongkir', 'barangya', 'kagax', 'datang', 'parah', 'memang', 'oknum', 'kurir']","['titok', 'shop', 'hapus', 'bayak', 'penjual', 'tidk', 'amanah', 'terkadang', 'beli', 'barang', 'iginkan', 'promo', 'perak', 'grtis', 'ongkir', 'barangya', 'kagax', 'parah', 'oknum', 'kurir']",titok shop hapus bayak jual tidk amanah terkadang beli barang iginkan promo perak grtis ongkir barangya kagax parah oknum kurir,Positif
2024-12-15 07:22:35,Rizal Anwar,3,Aplikasi y ko ngk ada toko y si punya saya..,Aplikasi y ko ngk ada toko y si punya saya,aplikasi y ko ngk ada toko y si punya saya,aplikasi ya kok tidak ada toko ya sih punya saya,"['aplikasi', 'ya', 'kok', 'tidak', 'ada', 'toko', 'ya', 'sih', 'punya', 'saya']","['aplikasi', 'ya', 'toko', 'ya', 'sih']",aplikasi ya toko ya sih,Positif
2024-12-15 07:19:32,Nadya Azzahra,5,Aku suka tik tok I LOVE YOU TIK TOK,Aku suka tik tok I LOVE YOU TIK TOK,aku suka tik tok i love you tik tok,aku suka tik tok i love you tik tok,"['aku', 'suka', 'tik', 'tok', 'i', 'love', 'you', 'tik', 'tok']","['suka', 'tik', 'tok', 'i', 'love', 'you', 'tik', 'tok']",suka tik tok i love you tik tok,Positif
2024-12-15 07:18:41,Bundhadian Bundhadian,3,Sangat membantu untuk,Sangat membantu untuk,sangat membantu untuk,sangat membantu untuk,"['sangat', 'membantu', 'untuk']",['membantu'],bantu,Negative
2024-12-15 07:18:38,Moh Tarom,4,Lumayan bagus untuk hiburan dan bisa menonton bareng teman,Lumayan bagus untuk hiburan dan bisa menonton bareng teman,lumayan bagus untuk hiburan dan bisa menonton bareng teman,lumayan bagus untuk hiburan dan bisa menonton bareng teman,"['lumayan', 'bagus', 'untuk', 'hiburan', 'dan', 'bisa', 'menonton', 'bareng', 'teman']","['lumayan', 'bagus', 'hiburan', 'menonton', 'bareng', 'teman']",lumayan bagus hibur tonton bareng teman,Negative
2024-12-15 07:17:10,Imaz Azzah,5,Ini apk nya super duper seru banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!udah sih itu aja🤟?,Ini apk nya super duper seru bangetudah sih itu aja,ini apk nya super duper seru bangetudah sih itu aja,ini apk ya super duper seru bangetudah sih itu saja,"['ini', 'apk', 'ya', 'super', 'duper', 'seru', 'bangetudah', 'sih', 'itu', 'saja']","['apk', 'ya', 'super', 'duper', 'seru', 'bangetudah', 'sih']",apk ya super duper seru bangetudah sih,Positif
2024-12-15 07:16:11,Califfa leona Fathania,3,kenapa setelah diupdate malah ga bisa simpan foto sih? Sebelumnya bisa-bisa aja,kenapa setelah diupdate malah ga bisa simpan foto sih Sebelumnya bisabisa aja,kenapa setelah diupdate malah ga bisa simpan foto sih sebelumnya bisabisa aja,kenapa setelah diupdate malah tidak bisa simpan foto sih sebelumnya bisabisa saja,"['kenapa', 'setelah', 'diupdate', 'malah', 'tidak', 'bisa', 'simpan', 'foto', 'sih', 'sebelumnya', 'bisabisa', 'saja']","['diupdate', 'simpan', 'foto', 'sih', 'bisabisa']",diupdate simpan foto sih bisabisa,Positif
2024-12-15 07:16:08,Dahliasalim Dahliasalim,2,Tolong perbaiki aplikasi tiktok ini soalnya kalao udah download terus masuk lagi udah gak bisa jadi saya mohon perbaiki dulu aplikasi ini sekian terimakasih🙏,Tolong perbaiki aplikasi tiktok ini soalnya kalao udah download terus masuk lagi udah gak bisa jadi saya mohon perbaiki dulu aplikasi ini sekian terimakasih,tolong perbaiki aplikasi tiktok ini soalnya kalao udah download terus masuk lagi udah gak bisa jadi saya mohon perbaiki dulu aplikasi ini sekian terimakasih,tolong perbaiki aplikasi tiktok ini soalnya kalao sudah download terus masuk lagi sudah tidak bisa jadi saya mohon perbaiki dulu aplikasi ini sekian terimakasih,"['tolong', 'perbaiki', 'aplikasi', 'tiktok', 'ini', 'soalnya', 'kalao', 'sudah', 'download', 'terus', 'masuk', 'lagi', 'sudah', 'tidak', 'bisa', 'jadi', 'saya', 'mohon', 'perbaiki', 'dulu', 'aplikasi', 'ini', 'sekian', 'terimakasih']","['tolong', 'perbaiki', 'aplikasi', 'tiktok', 'kalao', 'download', 'masuk', 'mohon', 'perbaiki', 'aplikasi', 'sekian', 'terimakasih']",tolong baik aplikasi tiktok kalao download masuk mohon baik aplikasi sekian terimakasih,Negative
2024-12-15 07:16:03,ArtemisX Lumina,1,sering ga bisa di buka aplikasinya👍,sering ga bisa di buka aplikasinya,sering ga bisa di buka aplikasinya,sering tidak bisa di buka aplikasinya,"['sering', 'tidak', 'bisa', 'di', 'buka', 'aplikasinya']","['buka', 'aplikasinya']",buka aplikasi,Negative
2024-12-15 07:15:32,Dani Syahrul,1,Sering nge bug sekrng jelek,Sering nge bug sekrng jelek,sering nge bug sekrng jelek,sering nge bug sekarang jelek,"['sering', 'nge', 'bug', 'sekarang', 'jelek']","['nge', 'bug', 'jelek']",nge bug jelek,Negative
2024-12-15 07:14:28,Ratnia Arnela,1,Aplikasinya sering eror😫jelek,Aplikasinya sering erorjelek,aplikasinya sering erorjelek,aplikasinya sering erorjelek,"['aplikasinya', 'sering', 'erorjelek']","['aplikasinya', 'erorjelek']",aplikasi erorjelek,Negative
2024-12-15 07:13:34,Nazwa Romadhon,5,aplikasi ini bagus banget ayo download sekarang juga aplikasi ini tidak ada iklan ngeleg ayoo download sekarang jugaaaa,aplikasi ini bagus banget ayo download sekarang juga aplikasi ini tidak ada iklan ngeleg ayoo download sekarang jugaaaa,aplikasi ini bagus banget ayo download sekarang juga aplikasi ini tidak ada iklan ngeleg ayoo download sekarang jugaaaa,aplikasi ini bagus banget ayo download sekarang juga aplikasi ini tidak ada iklan ngeleg ayo download sekarang jugaaaa,"['aplikasi', 'ini', 'bagus', 'banget', 'ayo', 'download', 'sekarang', 'juga', 'aplikasi', 'ini', 'tidak', 'ada', 'iklan', 'ngeleg', 'ayo', 'download', 'sekarang', 'jugaaaa']","['aplikasi', 'bagus', 'banget', 'ayo', 'download', 'aplikasi', 'iklan', 'ngeleg', 'ayo', 'download', 'jugaaaa']",aplikasi bagus banget ayo download aplikasi iklan ngeleg ayo download jugaaaa,Positif
2024-12-15 07:13:18,Bhira manja,3,Lama sekali download nya dan sering ngebug,Lama sekali download nya dan sering ngebug,lama sekali download nya dan sering ngebug,lama sekali download ya dan sering ngebug,"['lama', 'sekali', 'download', 'ya', 'dan', 'sering', 'ngebug']","['download', 'ya', 'ngebug']",download ya ngebug,Positif
2024-12-15 07:12:56,Budi insani Damanik,5,Tiktok aplikasi yang sangat seru dan berbagai macem saya suka🥰🥰🥰🥰🥰🥰,Tiktok aplikasi yang sangat seru dan berbagai macem saya suka,tiktok aplikasi yang sangat seru dan berbagai macem saya suka,tiktok aplikasi yang sangat seru dan berbagai macam saya suka,"['tiktok', 'aplikasi', 'yang', 'sangat', 'seru', 'dan', 'berbagai', 'macam', 'saya', 'suka']","['tiktok', 'aplikasi', 'seru', 'suka']",tiktok aplikasi seru suka,Negative
2024-12-15 07:12:52,Lya Mliatiii12,2,"tolong dong min,di perbaiki lagi,masa setiap buka tiktok stuck di logo aja,hampir setiap hari install uninstall lagi,udh di install belum beberapa jam eh udah ngulah lagi gabisa dibukaa,semoga cepat diperbaiki,karna ga nyaman,lama lama jadi malas buka tiktok,kalo udah diperbaiki ntar di ratelagii terimakasih min..",tolong dong mindi perbaiki lagimasa setiap buka tiktok stuck di logo ajahampir setiap hari install uninstall lagiudh di install belum beberapa jam eh udah ngulah lagi gabisa dibukaasemoga cepat diperbaikikarna ga nyamanlama lama jadi malas buka tiktokkalo udah diperbaiki ntar di ratelagii terimakasih min,tolong dong mindi perbaiki lagimasa setiap buka tiktok stuck di logo ajahampir setiap hari install uninstall lagiudh di install belum beberapa jam eh udah ngulah lagi gabisa dibukaasemoga cepat diperbaikikarna ga nyamanlama lama jadi malas buka tiktokkalo udah diperbaiki ntar di ratelagii terimakasih min,tolong dong mindi perbaiki lagimasa setiap buka tiktok stuck di logo ajahampir setiap hari install uninstall lagiudh di install belum beberapa jam eh sudah ngulah lagi dibukaasemoga cepat diperbaikikarna tidak nyamanlama lama jadi malas buka tiktokkalo sudah diperbaiki entar di ratelagii terimakasih min,"['tolong', 'dong', 'mindi', 'perbaiki', 'lagimasa', 'setiap', 'buka', 'tiktok', 'stuck', 'di', 'logo', 'ajahampir', 'setiap', 'hari', 'install', 'uninstall', 'lagiudh', 'di', 'install', 'belum', 'beberapa', 'jam', 'eh', 'sudah', 'ngulah', 'lagi', 'dibukaasemoga', 'cepat', 'diperbaikikarna', 'tidak', 'nyamanlama', 'lama', 'jadi', 'malas', 'buka', 'tiktokkalo', 'sudah', 'diperbaiki', 'entar', 'di', 'ratelagii', 'terimakasih', 'min']","['tolong', 'mindi', 'perbaiki', 'lagimasa', 'buka', 'tiktok', 'stuck', 'logo', 'ajahampir', 'install', 'uninstall', 'lagiudh', 'install', 'jam', 'eh', 'ngulah', 'dibukaasemoga', 'cepat', 'diperbaikikarna', 'nyamanlama', 'malas', 'buka', 'tiktokkalo', 'diperbaiki', 'entar', 'ratelagii', 'terimakasih', 'min']",tolong mindi baik lagimasa buka tiktok stuck logo ajahampir install uninstall lagiudh install jam eh ngulah dibukaasemoga cepat diperbaikikarna nyamanlama malas buka tiktokkalo baik entar ratelagii terimakasih min,Negative
2024-12-15 07:12:52,Nurul Hidayah,1,Tik tok tolong pulihin akunku user name @Agust.d aku udah beberapa hari kena sb kenapa kamu jahat bangett Kenapa lo sb lagi akun gue tik tokkkkkkk Pilihin lagi ngak astaghfirullah benr bener lu yee tik tokkkkk jahatt bangettt,Tik tok tolong pulihin akunku user name Agustd aku udah beberapa hari kena sb kenapa kamu jahat bangett Kenapa lo sb lagi akun gue tik tokkkkkkk Pilihin lagi ngak astaghfirullah benr bener lu yee tik tokkkkk jahatt bangettt,tik tok tolong pulihin akunku user name agustd aku udah beberapa hari kena sb kenapa kamu jahat bangett kenapa lo sb lagi akun gue tik tokkkkkkk pilihin lagi ngak astaghfirullah benr bener lu yee tik tokkkkk jahatt bangettt,tik tok tolong pulihin akunku user name agustd aku sudah beberapa hari kena sb kenapa kamu jahat banget kenapa lo sb lagi akun gue tik tokkkkkkk pilihin lagi tidak astaghfirullah benr benar kamu ya tik tokkkkk jahatt banget,"['tik', 'tok', 'tolong', 'pulihin', 'akunku', 'user', 'name', 'agustd', 'aku', 'sudah', 'beberapa', 'hari', 'kena', 'sb', 'kenapa', 'kamu', 'jahat', 'banget', 'kenapa', 'lo', 'sb', 'lagi', 'akun', 'gue', 'tik', 'tokkkkkkk', 'pilihin', 'lagi', 'tidak', 'astaghfirullah', 'benr', 'benar', 'kamu', 'ya', 'tik', 'tokkkkk', 'jahatt', 'banget']","['tik', 'tok', 'tolong', 'pulihin', 'akunku', 'user', 'name', 'agustd', 'kena', 'sb', 'jahat', 'banget', 'lo', 'sb', 'akun', 'gue', 'tik', 'tokkkkkkk', 'pilihin', 'astaghfirullah', 'benr', 'ya', 'tik', 'tokkkkk', 'jahatt', 'banget']",tik tok tolong pulihin akun user name agustd kena sb jahat banget lo sb akun gue tik tokkkkkkk pilihin astaghfirullah benr ya tik tokkkkk jahatt banget,Positif
2024-12-15 07:11:32,Sandi Nugraha,1,Lama banget pas mau masuk ke tiktok nya,Lama banget pas mau masuk ke tiktok nya,lama banget pas mau masuk ke tiktok nya,lama banget pas mau masuk ke tiktok ya,"['lama', 'banget', 'pas', 'mau', 'masuk', 'ke', 'tiktok', 'ya']","['banget', 'pas', 'masuk', 'tiktok', 'ya']",banget pas masuk tiktok ya,Positif
2024-12-15 07:09:58,Nur Alindah,1,Sering hapus terus donlot. Aplikasinya sering susah dibuka,Sering hapus terus donlot Aplikasinya sering susah dibuka,sering hapus terus donlot aplikasinya sering susah dibuka,sering hapus terus donlot aplikasinya sering susah dibuka,"['sering', 'hapus', 'terus', 'donlot', 'aplikasinya', 'sering', 'susah', 'dibuka']","['hapus', 'donlot', 'aplikasinya', 'susah', 'dibuka']",hapus donlot aplikasi susah buka,Negative
2024-12-15 07:09:53,Made Yuni,5,"bagus bgt coy apk ini, bisa buat video",bagus bgt coy apk ini bisa buat video,bagus bgt coy apk ini bisa buat video,bagus banget coy apk ini bisa buat video,"['bagus', 'banget', 'coy', 'apk', 'ini', 'bisa', 'buat', 'video']","['bagus', 'banget', 'coy', 'apk', 'video']",bagus banget coy apk video,Positif
2024-12-15 07:09:46,Ruzli rustandi rustandi,1,Banyak banget iklan nya padahal dulu enggak dehh gk suka tiap mau liat video tiba tiba banget ada iklan tolong di perbaiki dong min,Banyak banget iklan nya padahal dulu enggak dehh gk suka tiap mau liat video tiba tiba banget ada iklan tolong di perbaiki dong min,banyak banget iklan nya padahal dulu enggak dehh gk suka tiap mau liat video tiba tiba banget ada iklan tolong di perbaiki dong min,banyak banget iklan ya padahal dulu enggak deh tidak suka tiap mau lihat video tiba tiba banget ada iklan tolong di perbaiki dong min,"['banyak', 'banget', 'iklan', 'ya', 'padahal', 'dulu', 'enggak', 'deh', 'tidak', 'suka', 'tiap', 'mau', 'lihat', 'video', 'tiba', 'tiba', 'banget', 'ada', 'iklan', 'tolong', 'di', 'perbaiki', 'dong', 'min']","['banget', 'iklan', 'ya', 'deh', 'suka', 'lihat', 'video', 'banget', 'iklan', 'tolong', 'perbaiki', 'min']",banget iklan ya deh suka lihat video banget iklan tolong baik min,Positif
2024-12-15 07:08:08,Akbarudin Alhumaidi,4,BAGUS,BAGUS,bagus,bagus,['bagus'],['bagus'],bagus,Negative
2024-12-15 07:05:04,Nabila Putri,5,saya sangat suka dengan aplikasi ini,saya sangat suka dengan aplikasi ini,saya sangat suka dengan aplikasi ini,saya sangat suka dengan aplikasi ini,"['saya', 'sangat', 'suka', 'dengan', 'aplikasi', 'ini']","['suka', 'aplikasi']",suka aplikasi,Negative
2024-12-15 07:03:45,Andi Arliansyah,5,Mantul,Mantul,mantul,mantul,['mantul'],['mantul'],mantul,Positif
2024-12-15 07:02:12,Sapitri Purnamasari,5,"ak sudah kasih bintang 5, balikin efek slowmo patah-patah di androidd!",ak sudah kasih bintang  balikin efek slowmo patahpatah di androidd,ak sudah kasih bintang  balikin efek slowmo patahpatah di androidd,aku sudah kasih bintang balikin efek slowmo patahpatah di androidd,"['aku', 'sudah', 'kasih', 'bintang', 'balikin', 'efek', 'slowmo', 'patahpatah', 'di', 'androidd']","['kasih', 'bintang', 'balikin', 'efek', 'slowmo', 'patahpatah', 'androidd']",kasih bintang balikin efek slowmo patahpatah androidd,Positif
2024-12-15 07:00:25,Rey God,4,"tolong perbaiki bug GK bisa dibuka aplikasi tiktok nya,capek uninstall download uninstall download",tolong perbaiki bug GK bisa dibuka aplikasi tiktok nyacapek uninstall download uninstall download,tolong perbaiki bug gk bisa dibuka aplikasi tiktok nyacapek uninstall download uninstall download,tolong perbaiki bug tidak bisa dibuka aplikasi tiktok nyacapek uninstall download uninstall download,"['tolong', 'perbaiki', 'bug', 'tidak', 'bisa', 'dibuka', 'aplikasi', 'tiktok', 'nyacapek', 'uninstall', 'download', 'uninstall', 'download']","['tolong', 'perbaiki', 'bug', 'dibuka', 'aplikasi', 'tiktok', 'nyacapek', 'uninstall', 'download', 'uninstall', 'download']",tolong baik bug buka aplikasi tiktok nyacapek uninstall download uninstall download,Negative
2024-12-15 07:00:16,Dodi Pandawa,5,Keren....mantap,Kerenmantap,kerenmantap,kerenmantap,['kerenmantap'],['kerenmantap'],kerenmantap,Negative
2024-12-15 06:59:49,Celli Putri,4,bagus si cuman banyak banget bugnya semakin di-update semakin banyak bugnya,bagus si cuman banyak banget bugnya semakin diupdate semakin banyak bugnya,bagus si cuman banyak banget bugnya semakin diupdate semakin banyak bugnya,bagus sih cuman banyak banget bugnya semakin diupdate semakin banyak bugnya,"['bagus', 'sih', 'cuman', 'banyak', 'banget', 'bugnya', 'semakin', 'diupdate', 'semakin', 'banyak', 'bugnya']","['bagus', 'sih', 'cuman', 'banget', 'bugnya', 'diupdate', 'bugnya']",bagus sih cuman banget bugnya diupdate bugnya,Positif
2024-12-15 06:59:08,Alyona Sylvia,1,ngebug,ngebug,ngebug,ngebug,['ngebug'],['ngebug'],ngebug,Positif
2024-12-15 06:57:32,Hendra Hendra,1,kok aplikasinya ga bisa di buka yaa?,kok aplikasinya ga bisa di buka yaa,kok aplikasinya ga bisa di buka yaa,kok aplikasinya tidak bisa di buka ya,"['kok', 'aplikasinya', 'tidak', 'bisa', 'di', 'buka', 'ya']","['aplikasinya', 'buka', 'ya']",aplikasi buka ya,Negative
2024-12-15 06:56:03,Slamet Sodikin,1,"Perlu pembenahan lebih baik, slalu ngeleg. 😔😔",Perlu pembenahan lebih baik slalu ngeleg ,perlu pembenahan lebih baik slalu ngeleg ,perlu pembenahan lebih baik selalu ngeleg,"['perlu', 'pembenahan', 'lebih', 'baik', 'selalu', 'ngeleg']","['pembenahan', 'ngeleg']",benah ngeleg,Positif
2024-12-15 06:56:01,Kheira sugandi,1,"tolong kurangi bug nya dong tiktok hp saya suka ngelag dan di setel ulang baprik ternyata gara"" tiktok",tolong kurangi bug nya dong tiktok hp saya suka ngelag dan di setel ulang baprik ternyata gara tiktok,tolong kurangi bug nya dong tiktok hp saya suka ngelag dan di setel ulang baprik ternyata gara tiktok,tolong kurangi bug ya dong tiktok hp saya suka ngelag dan di setel ulang baprik ternyata gara tiktok,"['tolong', 'kurangi', 'bug', 'ya', 'dong', 'tiktok', 'hp', 'saya', 'suka', 'ngelag', 'dan', 'di', 'setel', 'ulang', 'baprik', 'ternyata', 'gara', 'tiktok']","['tolong', 'kurangi', 'bug', 'ya', 'tiktok', 'hp', 'suka', 'ngelag', 'setel', 'ulang', 'baprik', 'gara', 'tiktok']",tolong kurang bug ya tiktok hp suka ngelag setel ulang baprik gara tiktok,Negative
